C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_06_22_19_22_52_617.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_06_22_19_22_52_617.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_06_22_19_22_52_617.jpg,0,0,0,6.452723E-06
C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_06_22_19_22_52_686.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_06_22_19_22_52_686.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_06_22_19_22_52_686.jpg,0,0,0,1.058158E-05
C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_06_22_19_22_52_757.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_06_22_19_22_52_757.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_06_22_19_22_52_757.jpg,0,0,0,1.344043E-05
C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_06_22_19_22_52_827.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_06_22_19_22_52_827.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_06_22_19_22_52_827.jpg,0,0,0,9.791263E-07
C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_06_22_19_22_52_899.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_06_22_19_22_52_899.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_06_22_19_22_52_899.jpg,0,0,0,1.041216E-05
C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_06_22_19_22_52_968.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_06_22_19_22_52_968.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_06_22_19_22_52_968.jpg,0,0,0,4.00555E-06
C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_06_22_19_22_53_038.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_06_22_19_22_53_038.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_06_22_19_22_53_038.jpg,0,0,0,3.551463E-06
C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_06_22_19_22_53_109.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_06_22_19_22_53_109.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_06_22_19_22_53_109.jpg,0,0,0,7.126851E-06
C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_06_22_19_22_53_178.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_06_22_19_22_53_178.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_06_22_19_22_53_178.jpg,0,0,0,1.270845E-05
C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_06_22_19_22_53_246.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_06_22_19_22_53_246.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_06_22_19_22_53_246.jpg,0,0,0,1.513296E-05
C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_06_22_19_22_53_317.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_06_22_19_22_53_317.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_06_22_19_22_53_317.jpg,0,0,0,1.259288E-05
C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_06_22_19_22_53_388.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_06_22_19_22_53_388.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_06_22_19_22_53_388.jpg,0,0,0,5.521984E-06
C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_06_22_19_22_53_460.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_06_22_19_22_53_460.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_06_22_19_22_53_460.jpg,0,0,0,3.84311E-06
C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_06_22_19_22_53_530.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_06_22_19_22_53_530.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_06_22_19_22_53_530.jpg,0,0,0,1.247799E-05
C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_06_22_19_22_53_598.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_06_22_19_22_53_598.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_06_22_19_22_53_598.jpg,0,0,0,1.348353E-06
C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_06_22_19_22_53_666.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_06_22_19_22_53_666.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_06_22_19_22_53_666.jpg,0,0,0,6.57047E-06
C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_06_22_19_22_53_734.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_06_22_19_22_53_734.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_06_22_19_22_53_734.jpg,0,0,0,1.081314E-05
C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_06_22_19_22_53_804.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_06_22_19_22_53_804.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_06_22_19_22_53_804.jpg,0,0,0,2.658382E-05
C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_06_22_19_22_53_875.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_06_22_19_22_53_875.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_06_22_19_22_53_875.jpg,0,0,0,3.534891E-06
C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_06_22_19_22_53_944.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_06_22_19_22_53_944.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_06_22_19_22_53_944.jpg,0,0.1160751,0,0.07635196
C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_06_22_19_22_54_011.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_06_22_19_22_54_011.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_06_22_19_22_54_011.jpg,0,0.3020349,0,0.1962141
C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_06_22_19_22_54_083.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_06_22_19_22_54_083.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_06_22_19_22_54_083.jpg,0,0.5587554,0,0.628359
