C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data2\IMG\center_2023_06_22_19_40_47_697.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data2\IMG\left_2023_06_22_19_40_47_697.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data2\IMG\right_2023_06_22_19_40_47_697.jpg,0,0,0,3.216275
C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data2\IMG\center_2023_06_22_19_40_47_766.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data2\IMG\left_2023_06_22_19_40_47_766.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data2\IMG\right_2023_06_22_19_40_47_766.jpg,0,0,0,3.196869
C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data2\IMG\center_2023_06_22_19_40_47_839.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data2\IMG\left_2023_06_22_19_40_47_839.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data2\IMG\right_2023_06_22_19_40_47_839.jpg,0,0,0,3.171177
C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data2\IMG\center_2023_06_22_19_40_47_906.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data2\IMG\left_2023_06_22_19_40_47_906.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data2\IMG\right_2023_06_22_19_40_47_906.jpg,0,0,0,3.152044
C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data2\IMG\center_2023_06_22_19_40_47_978.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data2\IMG\left_2023_06_22_19_40_47_978.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data2\IMG\right_2023_06_22_19_40_47_978.jpg,0,0,0,3.126711
C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data2\IMG\center_2023_06_22_19_40_48_047.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data2\IMG\left_2023_06_22_19_40_48_047.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data2\IMG\right_2023_06_22_19_40_48_047.jpg,0,0,0,3.107846
C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data2\IMG\center_2023_06_22_19_40_48_122.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data2\IMG\left_2023_06_22_19_40_48_122.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data2\IMG\right_2023_06_22_19_40_48_122.jpg,0,0,0,3.08287
C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data2\IMG\center_2023_06_22_19_40_48_197.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data2\IMG\left_2023_06_22_19_40_48_197.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data2\IMG\right_2023_06_22_19_40_48_197.jpg,0,0,0,3.058093
C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data2\IMG\center_2023_06_22_19_40_48_265.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data2\IMG\left_2023_06_22_19_40_48_265.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data2\IMG\right_2023_06_22_19_40_48_265.jpg,0,0,0,3.039642
C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data2\IMG\center_2023_06_22_19_40_48_334.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data2\IMG\left_2023_06_22_19_40_48_334.jpg,C:\Users\LRIOSPIE\Documents\Maestria\NavAut\term1-simulator-windows\beta_simulator_windows\Data2\IMG\right_2023_06_22_19_40_48_334.jpg,0,0,0,3.015213
